"CountryCode","Year","Sex","LifeExpectancyAt60"
"WB_HI",2000,"FMLE",23.69748
"WB_HI",2010,"FMLE",25.23412
"WB_HI",2015,"FMLE",25.48194
"WB_HI",2019,"FMLE",25.94681
"WB_HI",2000,"BTSX",21.86458
"WB_HI",2010,"BTSX",23.52187
"WB_HI",2015,"BTSX",23.84131
"WB_HI",2019,"BTSX",24.2764
"AFR",2000,"MLE",14.25158
"AFR",2010,"MLE",15.52045
"AFR",2015,"MLE",16.17498
"AFR",2019,"MLE",16.70744
"AFR",2000,"FMLE",16.76783
"AFR",2010,"FMLE",17.96958
"AFR",2015,"FMLE",18.51112
"AFR",2019,"FMLE",18.95406
"AFR",2000,"BTSX",15.52976
"AFR",2010,"BTSX",16.79184
"AFR",2015,"BTSX",17.39311
"AFR",2019,"BTSX",17.88238
"AMR",2000,"MLE",19.42099
"AMR",2010,"MLE",20.60474
"AMR",2015,"MLE",20.98046
"AMR",2019,"MLE",21.18079
"AMR",2000,"FMLE",22.54475
"AMR",2010,"FMLE",23.48162
"AMR",2015,"FMLE",23.81825
"AMR",2019,"FMLE",23.99892
"AMR",2000,"BTSX",21.08348
"AMR",2010,"BTSX",22.1247
"AMR",2015,"BTSX",22.47164
"AMR",2019,"BTSX",22.65528
"SEAR",2000,"MLE",15.84091
"SEAR",2010,"MLE",17.11666
"SEAR",2015,"MLE",17.90824
"SEAR",2019,"MLE",18.1918
"SEAR",2000,"FMLE",17.43414
"SEAR",2010,"FMLE",19.30062
"SEAR",2015,"FMLE",19.6777
"SEAR",2019,"FMLE",19.97954
"SEAR",2000,"BTSX",16.64248
"SEAR",2010,"BTSX",18.20887
"SEAR",2015,"BTSX",18.80059
"SEAR",2019,"BTSX",19.09029
"EUR",2000,"MLE",17.35352
"EUR",2010,"MLE",19.19561
"EUR",2015,"MLE",19.86401
"EUR",2019,"MLE",20.4643
"EUR",2000,"FMLE",21.51937
"EUR",2010,"FMLE",23.04795
"EUR",2015,"FMLE",23.62596
"EUR",2019,"FMLE",24.30807
"EUR",2000,"BTSX",19.62757
"EUR",2010,"BTSX",21.27547
"EUR",2015,"BTSX",21.89099
"EUR",2019,"BTSX",22.53372
"EMR",2000,"MLE",16.48046
"EMR",2010,"MLE",17.16267
"EMR",2015,"MLE",17.32749
"EMR",2019,"MLE",17.80031
"EMR",2000,"FMLE",18.32063
"EMR",2010,"FMLE",18.81553
"EMR",2015,"FMLE",18.86392
"EMR",2019,"FMLE",19.31911
"EMR",2000,"BTSX",17.36666
"EMR",2010,"BTSX",17.97255
"EMR",2015,"BTSX",18.07798
"EMR",2019,"BTSX",18.54614
"WPR",2000,"MLE",17.4895
"WPR",2010,"MLE",18.54161
"WPR",2015,"MLE",19.29062
"WPR",2019,"MLE",19.77591
"WPR",2000,"FMLE",21.20626
"WPR",2010,"FMLE",22.64802
"WPR",2015,"FMLE",23.61814
"WPR",2019,"FMLE",23.88307
"WPR",2000,"BTSX",19.31877
"WPR",2010,"BTSX",20.54223
"WPR",2015,"BTSX",21.40878
"WPR",2019,"BTSX",21.80384
"GLOBAL",2000,"MLE",17.16069
"GLOBAL",2010,"MLE",18.43366
"GLOBAL",2015,"MLE",19.10378
"GLOBAL",2019,"MLE",19.51745
"GLOBAL",2000,"FMLE",20.39618
"GLOBAL",2010,"FMLE",21.7464
"GLOBAL",2015,"FMLE",22.31022
"GLOBAL",2019,"FMLE",22.67449
"GLOBAL",2000,"BTSX",18.83003
"GLOBAL",2010,"BTSX",20.13311
"GLOBAL",2015,"BTSX",20.75087
"GLOBAL",2019,"BTSX",21.13761
